ItemNumberorderableSKU,Description,Vendor,OEM,OEMPartNumber,ConditionCode,QOH,InStock,LeadTime,InventoryID,RefNoteID,Attribute,RefNoteID_2,Attribute_2,InventoryID_2,Subitem,Warehouse,Location,InventoryID_3,Subitem_2,Warehouse_2,RefNoteID_3,Attribute_3,InventoryID_4,Currency,ReplClass,InventoryID_5,CuryID,Warehouse_3,LocationID,RefNoteID_4,Attribute_4
NFCM3260,GE Corometrics Nautilus 2264LAX Toco Transducer with Wing & Knob (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,5700LAX/5700HAX,New Aftermarket,19.000000,Y,1-5 days,NFCM3260,2fe2cd31-38a6-ea11-817d-fadf9b67cb3d,MANUFACTUR,2fe2cd31-38a6-ea11-817d-fadf9b67cb3d,MFGPARTNO,NFCM3260,0,APM MAIN,E08B2,NFCM3260,0,APM MAIN,2fe2cd31-38a6-ea11-817d-fadf9b67cb3d,PARTGROUP,NFCM3260,USD,PURCHASE,86702,USD,APM MAIN,E08B2,2fe2cd31-38a6-ea11-817d-fadf9b67cb3d,PSAPMPART
NFCM5559,GE Corometrics US Ultrasound Transducer with Knob & Wing (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M01-R001,New Aftermarket,13.000000,Y,1-5 days,NFCM5559,4c7f4129-a4e4-ef11-8360-121089124341,MANUFACTUR,4c7f4129-a4e4-ef11-8360-121089124341,MFGPARTNO,NFCM5559,0,APM MAIN,E08B2,NFCM5559,0,APM MAIN,4c7f4129-a4e4-ef11-8360-121089124341,PARTGROUP,NFCM5559,USD,PURCHASE,170105,USD,APM MAIN,E08B2,4c7f4129-a4e4-ef11-8360-121089124341,PSAPMPART
NFCM9055,GE Corometrics Nautilus US/Toco Rubber Gasket 2264HAX 2264LAX 5700HAX 5700LAX (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,X-TC-CR10,New Aftermarket,70.000000,Y,1-5 days,NFCM9055,5f0d8ac5-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,5f0d8ac5-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NFCM9055,0,APM MAIN,FETALS,NFCM9055,0,APM MAIN,5f0d8ac5-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NFCM9055,USD,PURCHASE,74166,USD,APM MAIN,FETALS,5f0d8ac5-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NFCM9320,GE Corometrics Nautilus 2260 2264HAX 2264LAX TOCO Cable Assembly (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,SP-FUS-GE01,New Aftermarket,218.000000,Y,1-5 days,NFCM9320,560583cb-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,560583cb-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NFCM9320,0,APM MAIN,FETALS,NFCM9320,0,APM MAIN,560583cb-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NFCM9320,USD,PURCHASE,74175,USD,APM MAIN,FETALS,560583cb-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NFCM9520,GE Corometrics Nautilus 5700HAX 5700LAX Ultrasound Transducer Cable Assembly (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,989803143411_,New Aftermarket,218.000000,Y,1-5 days,NFCM9520,430683cb-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,430683cb-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NFCM9520,0,APM MAIN,FETALS,NFCM9520,0,APM MAIN,430683cb-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NFCM9520,USD,PURCHASE,74184,USD,APM MAIN,FETALS,430683cb-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NFPH8911,Philips Remote Event Marker D Connect 8 pin (989803143411)(New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,KLF-001-01,New Aftermarket,4.000000,Y,1-5 days,NFPH8911,060783cb-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,060783cb-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NFPH8911,0,APM MAIN,F06A1,NFPH8911,0,APM MAIN,060783cb-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NFPH8911,USD,PURCHASE,74194,USD,APM MAIN,F06A1,060783cb-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NFPH9005,Philips M1355A TOCO M1356A US Transducer Knob (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,KLF-001-03,New Aftermarket,854.000000,Y,1-5 days,NFPH9005,190783cb-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,190783cb-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NFPH9005,0,APM MAIN,FETALS,NFPH9005,0,APM MAIN,190783cb-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NFPH9005,USD,PURCHASE,74195,USD,APM MAIN,FETALS,190783cb-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NFPH9090,Philips M1355A TOCO M1356A US Transducer Retainer Wire (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,KLF-001-02B,New Aftermarket,63.000000,Y,1-5 days,NFPH9090,8b0783cb-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,8b0783cb-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NFPH9090,0,APM MAIN,FETALS,NFPH9090,0,APM MAIN,8b0783cb-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NFPH9090,USD,PURCHASE,74201,USD,APM MAIN,FETALS,8b0783cb-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NFPH9365,Philips M1355A TOCO Transducer Screw Cover Brown (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,KLF-001-02R,New Aftermarket,9263.000000,Y,1-5 days,NFPH9365,b10783cb-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,b10783cb-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NFPH9365,0,APM MAIN,FETALS,NFPH9365,0,APM MAIN,b10783cb-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NFPH9365,USD,PURCHASE,74203,USD,APM MAIN,FETALS,b10783cb-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NFPH9565,Philips M1356A Ultrasound Transducer Screw Cover Red (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,Avalon Smart transducer belt knob,New Aftermarket,7820.000000,Y,1-5 days,NFPH9565,d70783cb-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,d70783cb-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NFPH9565,0,APM MAIN,FETALS,NFPH9565,0,APM MAIN,d70783cb-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NFPH9565,USD,PURCHASE,74205,USD,APM MAIN,FETALS,d70783cb-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NFPHA9005,Philips Avalon M2734A M2735A TOCO M2736A US Smart Transducer Belt Knob (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,SP-FUSTC-PH03,New Aftermarket,188.000000,Y,1-5 days,NFPHA9005,857887d1-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,857887d1-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NFPHA9005,0,APM MAIN,FETALS,NFPHA9005,0,APM MAIN,857887d1-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NFPHA9005,USD,PURCHASE,74207,USD,APM MAIN,FETALS,857887d1-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NFPHA9020,Philips Avalon M2734A M2734B M2735A M2735B TOCO M2736A M2736B US Ultrasound Smart Transducer Cable Assembly (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,KIT- Avalon screw covers,New Aftermarket,177.000000,Y,1-5 days,NFPHA9020,be7887d1-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,be7887d1-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NFPHA9020,0,APM MAIN,FETALS,NFPHA9020,0,APM MAIN,be7887d1-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NFPHA9020,USD,PURCHASE,74210,USD,APM MAIN,FETALS,be7887d1-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHBC1725,BCI Pediatric Hard Shell Finger SpO2 Sensor DB9 9 Pin Connector 3FT/1M Cable (3178 Comparable) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,S503-060,New Aftermarket,7.000000,Y,1-5 days,NHBC1725,187a87d1-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,187a87d1-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHBC1725,0,APM MAIN,E04G1,NHBC1725,0,APM MAIN,187a87d1-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHBC1725,USD,PURCHASE,74227,USD,APM MAIN,E04G1,187a87d1-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHDX1065,GE Datex-Ohmeda OxyTip SpO2 Sensor (3 ft) (OXY-F-UN Direct  Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,OXY-F4-H,New Aftermarket,9.000000,Y,1-5 days,NHDX1065,20437fd7-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,20437fd7-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHDX1065,0,APM MAIN,E04B1,NHDX1065,0,APM MAIN,20437fd7-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHDX1065,USD,PURCHASE,74278,USD,APM MAIN,E04B1,20437fd7-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHDX3035,GE Datex-Ohmeda Hypertronic SpO2 Sensor (10 ft) (OXY-F4-H Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,OXY-F4-MC,New Aftermarket,48.000000,Y,1-5 days,NHDX3035,430977dd-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,430977dd-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHDX3035,0,APM MAIN,E04E1,NHDX3035,0,APM MAIN,430977dd-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHDX3035,USD,PURCHASE,74284,USD,APM MAIN,E04E1,430977dd-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHDX3050,GE Datex-Ohmeda TruSat Adult Hard Shell Finger SpO2 Sensor Trusignal MC 9 Pin Connector 10FT/3M Cable (OXY-F4-MC Comparable) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,1863,New Aftermarket,5.000000,Y,1-5 days,NHDX3050,690977dd-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,690977dd-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHDX3050,0,APM MAIN,E04E1,NHDX3050,0,APM MAIN,690977dd-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHDX3050,USD,PURCHASE,74286,USD,APM MAIN,E04E1,690977dd-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHMA1027,Masimo SET 1863 LNCS DC-I Adult Hard Shell SpO2 Sensor 3' Cable LNCS 9 Pin Connector (Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,1396/1969,New Aftermarket,49.000000,Y,1-5 days,NHMA1027,2a0e71e3-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,2a0e71e3-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHMA1027,0,APM MAIN,E04C1,NHMA1027,0,APM MAIN,2a0e71e3-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHMA1027,USD,PURCHASE,74322,USD,APM MAIN,E04E1,2a0e71e3-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHMA3003,"Masimo SET 1369 DC-12 Direct Connect Adult Hard Shell SpO2 Sensor 10' Cable 3M 14 Pin Connector (1369, 1969 Comparable) (New Replacement)",Avante Health Solutions (APM-PATIENT MONITORING),Avante,S410-21P0,New Aftermarket,11.000000,Y,1-5 days,NHMA3003,790e71e3-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,790e71e3-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHMA3003,0,APM MAIN,E04D1,NHMA3003,0,APM MAIN,790e71e3-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHMA3003,USD,PURCHASE,74326,USD,APM MAIN,E04D1,790e71e3-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHMQ3046,GE Marquette Direct Connect SpO2 Sensor (For Nellcor OxiMax) (10 ft) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M1196T,New Aftermarket,5.000000,Y,1-5 days,NHMQ3046,da0e71e3-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,da0e71e3-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHMQ3046,0,APM MAIN,E04D1,NHMQ3046,0,APM MAIN,da0e71e3-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHMQ3046,USD,PURCHASE,74331,USD,APM MAIN,E04D1,da0e71e3-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHNE1026,Nellcor OxiMax DB9 SpO2 Sensor (3 ft) (DS-100A Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,SS-003XC-AF30,New Aftermarket,70.000000,Y,1-5 days,NHNE1026,191eceb9-8e6b-e911-8172-ae6f57ba0111,MANUFACTUR,191eceb9-8e6b-e911-8172-ae6f57ba0111,MFGPARTNO,NHNE1026,0,APM MAIN,F04A1,NHNE1026,0,APM MAIN,191eceb9-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,NHNE1026,USD,PURCHASE,17663,USD,APM MAIN,F04A1,191eceb9-8e6b-e911-8172-ae6f57ba0111,PSAPMPART
NHNE3003-OM,Nellcor OxiMax 3M Direct Connect SpO2 Sensor (10 ft) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,S410-01P0,New Aftermarket,20.000000,Y,1-5 days,NHNE3003-OM,101071e3-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,101071e3-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHNE3003-OM,0,APM MAIN,E04D1,NHNE3003-OM,0,APM MAIN,101071e3-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHNE3003-OM,USD,PURCHASE,74346,USD,APM MAIN,E04D1,101071e3-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHNE3026,Nellcor OxiMax DB9 SpO2 Sensor (10 ft) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,D25/S503-010,New Aftermarket,4.000000,Y,1-5 days,NHNE3026,361071e3-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,361071e3-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHNE3026,0,APM MAIN,E04A1,NHNE3026,0,APM MAIN,361071e3-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHNE3026,USD,PURCHASE,74348,USD,APM MAIN,E04A1,361071e3-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHNE5626-TA,Nellcor OxiMax DB9 Neonate/Adult Disposable SpO2 Sensor - Textile Adhesive (Box of 24) (MAX-N Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,S410-360,New Aftermarket,3.000000,Y,1-5 days,NHNE5626-TA,d99d74e9-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,d99d74e9-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHNE5626-TA,0,APM MAIN,F04A1,NHNE5626-TA,0,APM MAIN,d99d74e9-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHNE5626-TA,USD,PURCHASE,74364,USD,APM MAIN,F04A1,d99d74e9-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHNK3014,Nihon Khoden 14 Pin SpO2 Sensor (10 ft) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,TL-272T,New Aftermarket,152.000000,Y,1-5 days,NHNK3014,e59e74e9-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,e59e74e9-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHNK3014,0,APM MAIN,E04H1,NHNK3014,0,APM MAIN,e59e74e9-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHNK3014,USD,PURCHASE,74378,USD,APM MAIN,E04H1,e59e74e9-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHNN1025,Nonin DB7 SpO2 Sensor (3 ft) (8000AA Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,8000AP,New Aftermarket,12.000000,Y,1-5 days,NHNN1025,35da7aef-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,35da7aef-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHNN1025,0,APM MAIN,E04C1,NHNN1025,0,APM MAIN,35da7aef-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHNN1025,USD,PURCHASE,74392,USD,APM MAIN,E04C1,35da7aef-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHNN1725,Nonin DB9 Pediatric SpO2 Sensor (3 ft) (8000AP Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,6000CI/7000I/ S533-080,New Aftermarket,6.000000,Y,1-5 days,NHNN1725,6eda7aef-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,6eda7aef-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHNN1725,0,APM MAIN,E04C1,NHNN1725,0,APM MAIN,6eda7aef-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHNN1725,USD,PURCHASE,74395,USD,APM MAIN,E04C1,6eda7aef-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHNN5725-NA,Nonin DB9 Pediatric/Infant Disposable SpO2 Sensor - Non-Adhesive (Box of 24) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M1196T,New Aftermarket,10.000000,Y,1-5 days,NHNN5725-NA,32db7aef-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,32db7aef-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHNN5725-NA,0,APM MAIN,E04F1,NHNN5725-NA,0,APM MAIN,32db7aef-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHNN5725-NA,USD,PURCHASE,74405,USD,APM MAIN,E04F1,32db7aef-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHPH1025,Philips DB9 SpO2 Sensor (3 ft) (M1196T Direct Replacement)(Same as NHNE1025),Avante Health Solutions (APM-PATIENT MONITORING),Avante,U406-91,New Aftermarket,64.000000,Y,1-5 days,NHPH1025,badb7aef-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,badb7aef-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHPH1025,0,APM MAIN,E04D1,NHPH1025,0,APM MAIN,badb7aef-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHPH1025,USD,PURCHASE,74412,USD,APM MAIN,E04D1,badb7aef-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHPH2020,Philips D-Connect SpO2 Sensor (6 ft) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M1190A,New Aftermarket,2.000000,Y,1-5 days,NHPH2020,f4db7aef-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,f4db7aef-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHPH2020,0,APM MAIN,E04C1,NHPH2020,0,APM MAIN,f4db7aef-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHPH2020,USD,PURCHASE,74415,USD,APM MAIN,E04C1,f4db7aef-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHPH3012,Philips 12 Pin SpO2 Sensor (10 ft) (M1190A) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,M1196A,New Aftermarket,21.000000,Y,1-5 days,NHPH3012,07dc7aef-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,07dc7aef-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHPH3012,0,APM MAIN,E04C1,NHPH3012,0,APM MAIN,07dc7aef-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHPH3012,USD,PURCHASE,74416,USD,APM MAIN,E04C1,07dc7aef-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHPH3020,Philips D-Connect SpO2 Sensor (10 ft) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,S410-230,New Aftermarket,7.000000,Y,1-5 days,NHPH3020,1adc7aef-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,1adc7aef-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHPH3020,0,APM MAIN,E04C1,NHPH3020,0,APM MAIN,1adc7aef-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHPH3020,USD,PURCHASE,74417,USD,APM MAIN,E04C1,1adc7aef-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NHSD3007,Siemens Drager 7 Pin SpO2 Cable (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,10013795,New Aftermarket,17.000000,Y,1-5 days,NHSD3007,66dc7aef-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,66dc7aef-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NHSD3007,0,APM MAIN,E04C1,NHSD3007,0,APM MAIN,66dc7aef-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NHSD3007,USD,PURCHASE,74421,USD,APM MAIN,E04C1,66dc7aef-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NIAL8520,Alaris 8120 PCA Pump Module Bolus Cable (10013795 New) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,49000355,New Aftermarket,31.000000,Y,1-5 days,NIAL8520,1f077cf5-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,1f077cf5-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NIAL8520,0,APM MAIN,F13H1,NIAL8520,0,APM MAIN,1f077cf5-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NIAL8520,USD,PURCHASE,74445,USD,APM MAIN,F13H1,1f077cf5-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NIAL9005,Alaris 8000 & 8015 PCU Point of Care Unit Handle Kit 148315-100 (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,TC10006587,New Aftermarket,9.000000,Y,1-5 days,NIAL9005,45077cf5-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,45077cf5-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NIAL9005,0,APM MAIN,F13B1,NIAL9005,0,APM MAIN,45077cf5-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NIAL9005,USD,PURCHASE,74447,USD,APM MAIN,F13B1,45077cf5-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NIAL9080,Alaris 8100 Infusion Pump Module Membrane Frame Assembly (Replaces TC10006587) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,6465504R,New Aftermarket,94.000000,Y,1-5 days,NIAL9080,b2da5ba8-df02-eb11-8181-1296c0afa970,MANUFACTUR,b2da5ba8-df02-eb11-8181-1296c0afa970,MFGPARTNO,NIAL9080,0,APM MAIN,F13H1,NIAL9080,0,APM MAIN,b2da5ba8-df02-eb11-8181-1296c0afa970,PARTGROUP,NIAL9080,USD,PURCHASE,120273,USD,APM MAIN,F13H1,b2da5ba8-df02-eb11-8181-1296c0afa970,PSAPMPART
NIBA9004,Baxter Infus O.R. Syringe Pump Syringe Holder (6465504R)(New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,MD13253,New Aftermarket,14.000000,Y,1-5 days,NIBA9004,16a65dae-df02-eb11-8181-1296c0afa970,MANUFACTUR,16a65dae-df02-eb11-8181-1296c0afa970,MFGPARTNO,NIBA9004,0,APM MAIN,E13D2,NIBA9004,0,APM MAIN,16a65dae-df02-eb11-8181-1296c0afa970,PARTGROUP,NIBA9004,USD,PURCHASE,120276,USD,APM MAIN,E13D2,16a65dae-df02-eb11-8181-1296c0afa970,PSAPMPART
NIMF9550,Medfusion 3500 - 4000 Syringe Pump Neonatal Orange Overlay  (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,900716-001,New Aftermarket,14.000000,Y,1-5 days,NIMF9550,546f78fb-6c64-ea11-817b-a9605c8569c6,MANUFACTUR,546f78fb-6c64-ea11-817b-a9605c8569c6,MFGPARTNO,NIMF9550,0,APM MAIN,F13G3,NIMF9550,0,APM MAIN,546f78fb-6c64-ea11-817b-a9605c8569c6,PARTGROUP,NIMF9550,USD,PURCHASE,74496,USD,APM MAIN,F13G3,546f78fb-6c64-ea11-817b-a9605c8569c6,PSAPMPART
NLAA3131-N,AAMI 3 Lead Single (Din) ECG Leadwires (Neonate) - Grabber 900716-001 (Replacement New),Avante Health Solutions (APM-PATIENT MONITORING),Avante,0012-00-1514-01,New Aftermarket,1.000000,Y,1-5 days,NLAA3131-N,324c7201-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,324c7201-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NLAA3131-N,0,APM MAIN,E07D1,NLAA3131-N,0,APM MAIN,324c7201-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NLAA3131-N,USD,PURCHASE,74516,USD,APM MAIN,E07D1,324c7201-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NLDA5231,Datascope ECG Lead Wire Set 3 Lead Grabber Clip to Dual 5 Pin Connector (12-00-1514-04 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),,,New Aftermarket,21.000000,Y,1-5 days,NLDA5231,,,,,NLDA5231,0,APM MAIN,E07C1,NLDA5231,0,APM MAIN,da3c7807-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NLDA5231,USD,PURCHASE,74550,USD,APM MAIN,E07C1,da3c7807-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NLDA5251,"Datascope 5 Lead Dual ECG Leadwires - Grabber (0012-00-1514-01, 0012-00-1514-02 Direct Replacement)",Avante Health Solutions (APM-PATIENT MONITORING),Avante,MS16546,New Aftermarket,23.000000,Y,1-5 days,NLDA5251,073d7807-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,073d7807-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NLDA5251,0,APM MAIN,E07C1,NLDA5251,0,APM MAIN,073d7807-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NLDA5251,USD,PURCHASE,74552,USD,APM MAIN,E07C1,073d7807-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NLDR5151,Drager 5 Lead Single Pin ECG Leadwires - Grabber (MS16546 Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,545317-HEL,New Aftermarket,24.000000,Y,1-5 days,NLDR5151,689c700d-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,689c700d-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NLDR5151,0,APM MAIN,E07C1,NLDR5151,0,APM MAIN,689c700d-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NLDR5151,USD,PURCHASE,74567,USD,APM MAIN,E07C1,689c700d-6d64-ea11-817b-a9605c8569c6,PSAPMPART
NLDX3231,GE Datex-Ohmeda 3 Lead Dual ECG Leadwires - Grabber (545317-HEL Direct Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,2104749-001,New Aftermarket,15.000000,Y,1-5 days,NLDX3231,d0956913-6d64-ea11-817b-a9605c8569c6,MANUFACTUR,d0956913-6d64-ea11-817b-a9605c8569c6,MFGPARTNO,NLDX3231,0,APM MAIN,E07C1,NLDX3231,0,APM MAIN,d0956913-6d64-ea11-817b-a9605c8569c6,PARTGROUP,NLDX3231,USD,PURCHASE,74582,USD,APM MAIN,E07C1,d0956913-6d64-ea11-817b-a9605c8569c6,PSAPMPART
