InventoryID,ItemNumber,Vendor,OEM,PartDescription,ListPrice,OutrightCosttoPartsSource,ExchangeCost,CoreCharge,ConditionCode,UOM,QTYUOM,StockYN,QOH,LeadTime,CompatibleModels,ManufacturedYear,Usage,InventoryID_2,InventoryID_3,CuryID,Subitem,Warehouse,InventoryID_4,Subitem_2,Warehouse_2,Location,RefNoteID,Attribute,InventoryID_5,Currency,ReplClass,Warehouse_3,LocationID
5134577-7-003,5134577-7-003,Avante Health Solutions,GE,MCB,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5134577-7-003,161672,USD,0,ADI MAIN,,,,,ef8a6898-caf8-ed11-834c-121089124341,PARTGROUP,5134577-7-003,USD,PURCHASE,,
5134577-7-006,5134577-7-006,Avante Health Solutions,GE,MCB,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,4.000000,1-5 Days,,,,5134577-7-006,17820,USD,0,ADI MAIN,5134577-7-006,0,ADI MAIN,I80,9df2bbd1-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,5134577-7-006,USD,PURCHASE,ADI MAIN,I80
5134577-7-06,5134577-7-06,Avante Health Solutions,GE,MCB,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5134577-7-06,17819,USD,0,ADI MAIN,,,,,92f2bbd1-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,5134577-7-06,USD,PURCHASE,,
5134577T6-005,5134577T6-005,Avante Health Solutions,GE,MCB,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5134577T6-005,17823,USD,0,ADI MAIN,,,,,bef2bbd1-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,5134577T6-005,USD,PURCHASE,,
51345856,51345856,Avante Health Solutions,GE,MOTOR CONTROL BOARD,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,51345856,17862,USD,0,ADI MAIN,51345856,0,ADI MAIN,I77-2,534db2d7-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,51345856,USD,PURCHASE,ADI MAIN,I77-2
51345857,51345857,Avante Health Solutions,GE,MOTOR CONTROL BOARD,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,51345857,17861,USD,0,ADI MAIN,51345857,0,ADI MAIN,I72-1,484db2d7-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,51345857,USD,PURCHASE,ADI MAIN,I72-1
5135301,5135301,Avante Health Solutions,GE,"M4 X 50 SHCS, + WASHER",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5135301,66156,USD,0,ADI MAIN,,,,,2cfe320b-3464-ea11-817b-a9605c8569c6,PARTGROUP,5135301,USD,PURCHASE,,
5136400-3,5136400-3,Avante Health Solutions,GE,VCT Sherlock Detector Module Class 1,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,14.000000,1-5 Days,,,,5136400-3,66160,USD,0,ADI MAIN,5136400-3,0,ADI MAIN,L98,78fe320b-3464-ea11-817b-a9605c8569c6,PARTGROUP,5136400-3,USD,PURCHASE,ADI MAIN,L98
5193239-22,5193239-22,Avante Health Solutions,GE,APPLICATION SOFTWARE (R 3.1.2 X),Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,New OEM,Each,Each,Y,,1-5 Days,,,,5193239-22,164589,USD,0,AUE MAIN,,,,,6949a6e0-bdbb-ee11-8354-121089124341,PARTGROUP,5193239-22,USD,PURCHASE,,
5193863-N,5193863-N,Avante Health Solutions,GE,Low Profile Carriage Assembly Latch Hook,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,New OEM,Each,Each,Y,,1-5 Days,,,,5193863-N,160170,USD,0,ADI MAIN,,,,,65decdd4-a1a8-ed11-818c-12e75f4d5d6d,PARTGROUP,5193863-N,USD,PURCHASE,,
5193880,5193880,Avante Health Solutions,GE,DL7I,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5193880,17620,USD,0,ADI MAIN,,,,,8a9aceb3-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,5193880,USD,PURCHASE,,
5194066,5194066,Avante Health Solutions,,KVM EXTENDER,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5194066,21897,USD,0,ADI MAIN,,,,,fa6b8b91-7097-e911-8173-b6afb6378bc0,PARTGROUP,5194066,USD,PURCHASE,,
5194493,5194493,Avante Health Solutions,GE,Cable - AC Power Black and White Printer Frey,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5194493,160242,USD,0,AUE MAIN,,,,,79a7ac31-a6ac-ed11-818c-12e75f4d5d6d,PARTGROUP,5194493,USD,PURCHASE,,
5195800,5195800,Avante Health Solutions,GE,Perseus MX750HD Tube,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5195800,101163,USD,0,ADI MAIN,,,,,04687657-f9af-ea11-817d-fadf9b67cb3d,PARTGROUP,5195800,USD,PURCHASE,,
5195800-6,5195800-6,Avante Health Solutions,GE,Perseus MX750HD Tube,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5195800-6,81466,USD,0,ADI MAIN,,,,,c5007d26-e86d-ea11-817c-8cbf77a7ab76,PARTGROUP,5195800-6,USD,PURCHASE,,
5196130,5196130,Avante Health Solutions,GE,Xilinx Platform USB Cable and Power Supply,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5196130,66282,USD,0,ADI MAIN,,,,,8a1e2d1d-3464-ea11-817b-a9605c8569c6,PARTGROUP,5196130,USD,PURCHASE,,
5196401,5196401,Avante Health Solutions,GE,Halo and Saturn Detector Class 1 HDAS64,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,12.000000,1-5 Days,,,,5196401,66283,USD,0,ADI MAIN,5196401,0,ADI MAIN,DISTOP,9d1e2d1d-3464-ea11-817b-a9605c8569c6,PARTGROUP,5196401,USD,PURCHASE,ADI MAIN,R34
5196402,5196402,Avante Health Solutions,GE,Halo Class2 slots 1-26/32-57 or Saturn Class2 slots 9-26/32-48,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,12.000000,1-5 Days,,,,5196402,66284,USD,0,ADI MAIN,5196402,0,ADI MAIN,L93,b01e2d1d-3464-ea11-817b-a9605c8569c6,PARTGROUP,5196402,USD,PURCHASE,ADI MAIN,L93
5196918-2,5196918-2,Avante Health Solutions,,MRU (magnet rundwn unit),Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5196918-2,165172,USD,0,ADI MAIN,,,,,45e79fee-e3e2-ee11-8356-121089124341,PARTGROUP,5196918-2,USD,PURCHASE,,
5197225,5197225,Avante Health Solutions,GE,RTOS,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5197225,66285,USD,0,ADI MAIN,,,,,c41e2d1d-3464-ea11-817b-a9605c8569c6,PARTGROUP,5197225,USD,PURCHASE,,
5197539,5197539,Avante Health Solutions,GE,Plenum Assembly-VCT HD,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5197539,66286,USD,0,ADI MAIN,,,,,d71e2d1d-3464-ea11-817b-a9605c8569c6,PARTGROUP,5197539,USD,PURCHASE,,
51833053,51833053,Avante Health Solutions,GE,ON/OFF BULKHEAD SN# 110514-42/09,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,51833053,17898,USD,0,ADI MAIN,,,,,72adb2dd-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,51833053,USD,PURCHASE,,
5183450,5183450,Avante Health Solutions,,"19"" Monitor for GE Innova 2100",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5183450,155265,USD,0,ADI MAIN,,,,,39d09838-30e8-ec11-8182-12e75f4d5d6d,PARTGROUP,5183450,USD,PURCHASE,,
51834522,51834522,Avante Health Solutions,GE,"19"" Color Monitor",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,51834522,17414,USD,0,ADI MAIN,,,,,7b3cc595-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,51834522,USD,PURCHASE,,
5183547-4,5183547-4,Avante Health Solutions,,Standard Black-Silver US (HP Keyboard USB),Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5183547-4,66263,USD,0,ADI MAIN,,,,,181d2d1d-3464-ea11-817b-a9605c8569c6,PARTGROUP,5183547-4,USD,PURCHASE,,
5183783-247,5183783-247,Avante Health Solutions,GE,"CD ROM Disc, CT Pet Advanced Application",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5183783-247,66267,USD,0,ADI MAIN,,,,,651d2d1d-3464-ea11-817b-a9605c8569c6,PARTGROUP,5183783-247,USD,PURCHASE,,
5184068,5184068,Avante Health Solutions,GE,PAN HANDLE,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,4.000000,1-5 Days,,,,5184068,17902,USD,0,ADI MAIN,5184068,0,ADI MAIN,I9,9fadb2dd-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,5184068,USD,PURCHASE,ADI MAIN,I9
5184238-2,5184238-2,Avante Health Solutions,GE,MKF 4-MED GP45 Biplane Footswitch,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5184238-2,17841,USD,0,ADI MAIN,,,,,6b4cb2d7-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,5184238-2,USD,PURCHASE,,
5184384-N,5184384-N,Avante Health Solutions,,Lpca Assembly Dvmr,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,New OEM,Each,Each,Y,1.000000,1-5 Days,,,,5184384-N,163052,USD,0,ADI MAIN,5184384-N,0,ADI MAIN,N88,6e0d7956-0c53-ee11-8350-121089124341,PARTGROUP,5184384-N,USD,PURCHASE,ADI MAIN,N88
5184673,5184673,Avante Health Solutions,GE,PAN HANDLE,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,6.000000,1-5 Days,,,,5184673,17901,USD,0,ADI MAIN,5184673,0,ADI MAIN,K63,94adb2dd-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,5184673,USD,PURCHASE,ADI MAIN,K63
51847253,51847253,Avante Health Solutions,GE,POWER INTERCONNECT BOARD,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,51847253,17948,USD,0,ADI MAIN,51847253,0,ADI MAIN,I18-1,a2d3aae3-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,51847253,USD,PURCHASE,ADI MAIN,I18-1
51847254,51847254,Avante Health Solutions,GE,POWER INTERCO REV 4,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,51847254,17947,USD,0,ADI MAIN,51847254,0,ADI MAIN,I18-1,96d3aae3-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,51847254,USD,PURCHASE,ADI MAIN,I18-1
5189187,5189187,Avante Health Solutions,GE,Power Supply for PHPS,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5189187,66271,USD,0,ADI MAIN,,,,,b31d2d1d-3464-ea11-817b-a9605c8569c6,PARTGROUP,5189187,USD,PURCHASE,,
5189500,5189500,Avante Health Solutions,,FRONTAL GANTRY REST POINT BOARD,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5189500,21894,USD,0,ADI MAIN,,,,,c9617533-7097-e911-8173-b6afb6378bc0,PARTGROUP,5189500,USD,PURCHASE,,
5160691,5160691,Avante Health Solutions,GE,Fiber Optic Cable,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5160691,66220,USD,0,ADI MAIN,,,,,543e3317-3464-ea11-817b-a9605c8569c6,PARTGROUP,5160691,USD,PURCHASE,,
5161487,5161487,Avante Health Solutions,,Longitudinal Brake Assy.,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5161487,160258,USD,0,ADI MAIN,,,,,f2f7b4df-52ad-ed11-818d-12e75f4d5d6d,PARTGROUP,5161487,USD,PURCHASE,,
5161631,5161631,Avante Health Solutions,GE,GFI 2 (Global Front End Interface) for E9,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,8.000000,1-5 Days,,,,5161631,78523,USD,0,AUW MAIN,5161631,0,AUE MAIN,F37,adcecefd-6968-ea11-817c-8cbf77a7ab76,PARTGROUP,5161631,USD,PURCHASE,AUE MAIN,F37
5164723,5164723,Avante Health Solutions,,Base Cover Side Right Blue,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5164723,102582,USD,0,ADI MAIN,,,,,a9dd517b-1ad5-ea11-817e-fabae30ee089,PARTGROUP,5164723,USD,PURCHASE,,
5166833,5166833,Avante Health Solutions,GE,COVER ASSY DAS ENCLOSURE HALO,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5166833,66229,USD,0,ADI MAIN,,,,,033f3317-3464-ea11-817b-a9605c8569c6,PARTGROUP,5166833,USD,PURCHASE,,
5167234-4,5167234-4,Avante Health Solutions,,RF Cable,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5167234-4,162215,USD,0,ADI MAIN,,,,,374018cd-db15-ee11-834d-121089124341,PARTGROUP,5167234-4,USD,PURCHASE,,
5167343,5167343,Avante Health Solutions,GE,LAT AXIS INTERCO,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,5167343,17758,USD,0,ADI MAIN,5167343,0,ADI MAIN,I38,bdb2c1cb-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,5167343,USD,PURCHASE,ADI MAIN,I38
5168284,5168284,Avante Health Solutions,GE,Stepping Controller Bd.,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,5168284,165060,USD,0,ADI MAIN,5168284,0,ADI MAIN,I36,0da4f7b6-b3db-ee11-8355-121089124341,PARTGROUP,5168284,USD,PURCHASE,ADI MAIN,I36
5168286-20,5168286-20,Avante Health Solutions,GE,"V Nav, Drive Bay 3D Tracking System Electronics unit (Logiq E9)",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,5168286-20,78536,USD,0,AUE MAIN,5168286-20,0,AUE MAIN,D73-1,a25dd203-6a68-ea11-817c-8cbf77a7ab76,PARTGROUP,5168286-20,USD,PURCHASE,AUE MAIN,D73-1
5168431,5168431,Avante Health Solutions,GE,LOGIQ P5 CPU board,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,5168431,78537,USD,0,AUE MAIN,5168431,0,AUE MAIN,C87,b65dd203-6a68-ea11-817c-8cbf77a7ab76,PARTGROUP,5168431,USD,PURCHASE,AUE MAIN,C87
5169069-2,5169069-2,Avante Health Solutions,GE,"LCD Monitor 19"" Black",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5169069-2,66232,USD,0,ADI MAIN,,,,,3c3f3317-3464-ea11-817b-a9605c8569c6,PARTGROUP,5169069-2,USD,PURCHASE,,
5169069-3,5169069-3,Avante Health Solutions,GE,"19"" Eizo Monitor",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5169069-3,150932,USD,0,ADI MAIN,,,,,e178ea0d-c677-ec11-817d-12e75f4d5d6d,PARTGROUP,5169069-3,USD,PURCHASE,,
5169069-9,5169069-9,Avante Health Solutions,GE,19in LCD MEDICAL REVIEW MONITOR,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5169069-9,170045,USD,0,ADI MAIN,,,,,73b64a6f-24df-ef11-8360-121089124341,PARTGROUP,5169069-9,USD,PURCHASE,,
51379302,51379302,Avante Health Solutions,GE,FOOT PEDAL,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,51379302,17668,USD,0,ADI MAIN,,,,,501eceb9-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,51379302,USD,PURCHASE,,
5138035-3,5138035-3,Avante Health Solutions,GE,HFA-S-LITE CONTROL BOARD ASSEMBLY,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5138035-3,66166,USD,0,ADI MAIN,,,,,edfe320b-3464-ea11-817b-a9605c8569c6,PARTGROUP,5138035-3,USD,PURCHASE,,
5140001-6,5140001-6,Avante Health Solutions,GE,Helios Collimator Collector,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5140001-6,165120,USD,0,ADI MAIN,,,,,092f7c25-ebdf-ee11-8355-121089124341,PARTGROUP,5140001-6,USD,PURCHASE,,
5140683,5140683,Avante Health Solutions,GE,Longitudinal Drive Assy,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5140683,57746,USD,0,ADI MAIN,,,,,9bb3b6ad-585e-ea11-817b-a9605c8569c6,PARTGROUP,5140683,USD,PURCHASE,,
5141497,5141497,Avante Health Solutions,,Degree Controls Board,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5141497,34292,USD,0,ADI MAIN,,,,,3d118721-063e-ea11-817a-fbdad0115da1,PARTGROUP,5141497,USD,PURCHASE,,
5142489-5-N,5142489-5-N,Avante Health Solutions,GE,Assembly Scan Window Lightspeed Series RT SG Covers,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5142489-5-N,152445,USD,0,ADI MAIN,,,,,2663d985-27a6-ec11-8180-12e75f4d5d6d,PARTGROUP,5142489-5-N,USD,PURCHASE,,
5142651,5142651,Avante Health Solutions,GE,TD6 Board for Logiq 9,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5142651,78456,USD,0,AUE MAIN,,,,,d4f5d5f7-6968-ea11-817c-8cbf77a7ab76,PARTGROUP,5142651,USD,PURCHASE,,
5143012,5143012,Avante Health Solutions,GE,Halo VCT AD Board Class 5,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5143012,66180,USD,0,ADI MAIN,,,,,86dc3311-3464-ea11-817b-a9605c8569c6,PARTGROUP,5143012,USD,PURCHASE,,
5143779,5143779,Avante Health Solutions,GE,Cable CFC J6 to DHC J2,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,5143779,102580,USD,0,ADI MAIN,5143779,0,ADI MAIN,L3,9e8c5075-1ad5-ea11-817e-fabae30ee089,PARTGROUP,5143779,USD,PURCHASE,ADI MAIN,L3
5143798-5,5143798-5,Avante Health Solutions,GE,250gb Sata HD,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,5143798-5,167278,USD,0,ADI MAIN,5143798-5,0,ADI MAIN,L2,0c68805c-ba4a-ef11-835a-121089124341,PARTGROUP,5143798-5,USD,PURCHASE,ADI MAIN,L2
5144413,5144413,Avante Health Solutions,GE,Lift Cover,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5144413,17783,USD,0,ADI MAIN,,,,,d2b3c1cb-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,5144413,USD,PURCHASE,,
5144462,5144462,Avante Health Solutions,GE,Cable FOR PLENUM FAN PLATE ASSY: 5202017,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5144462,57693,USD,0,ADI MAIN,,,,,7ce00f5a-8259-ea11-817b-a9605c8569c6,PARTGROUP,5144462,USD,PURCHASE,,
5144523,5144523,Avante Health Solutions,GE,"Front Caster, LOGIQ P5 ONLY",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5144523,78457,USD,0,AUW MAIN,,,,,e6f5d5f7-6968-ea11-817c-8cbf77a7ab76,PARTGROUP,5144523,USD,PURCHASE,,
5197802-2,5197802-2,Avante Health Solutions,GE,Pioneer 48v 5kw Rotating Power Supply,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5197802-2,150829,USD,0,ADI MAIN,,,,,128f11e3-0873-ec11-817d-12e75f4d5d6d,PARTGROUP,5197802-2,USD,PURCHASE,,
5198660,5198660,Avante Health Solutions,GE,"LOGIQe Cart, A/C Input Transformer",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5198660,78590,USD,0,AUW MAIN,,,,,4735cb09-6a68-ea11-817c-8cbf77a7ab76,PARTGROUP,5198660,USD,PURCHASE,,
5200-3556,5200-3556,Avante Health Solutions,,24v Power Supply,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5200-3556,39310,USD,0,ADI MAIN,,,,,40e606cd-404c-ea11-817a-fbdad0115da1,PARTGROUP,5200-3556,USD,PURCHASE,,
5201044-5,5201044-5,Avante Health Solutions,GE,"LOGIQ E9, GTX 2.4 Assy CW Sense Resistors",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,15.000000,1-5 Days,,,,5201044-5,78599,USD,0,AUW MAIN,5201044-5,0,AUE MAIN,F49,ec35cb09-6a68-ea11-817c-8cbf77a7ab76,PARTGROUP,5201044-5,USD,PURCHASE,AUE MAIN,F49
5202025,5202025,Avante Health Solutions,GE,Digital Module Clamp Device Rev0002,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5202025,66298,USD,0,ADI MAIN,,,,,bf1f2d1d-3464-ea11-817b-a9605c8569c6,PARTGROUP,5202025,USD,PURCHASE,,
5202201,5202201,Avante Health Solutions,GE,Single FL Module Saturn Slots 1-8 & 49-57,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,6.000000,1-5 Days,,,,5202201,146043,USD,0,ADI MAIN,5202201,0,ADI MAIN,L29,d634d585-45e3-eb11-8177-12e75f4d5d6d,PARTGROUP,5202201,USD,PURCHASE,ADI MAIN,L29
5205052-4,5205052-4,Avante Health Solutions,GE,Logiq E9 Main Power Supply Mitra,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5205052-4,78606,USD,0,AUW MAIN,,,,,bd6ac60f-6a68-ea11-817c-8cbf77a7ab76,PARTGROUP,5205052-4,USD,PURCHASE,,
5205054-4,5205054-4,Avante Health Solutions,GE,Logiq E9 Main Power Supply Lambda,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,5205054-4,78613,USD,0,AUW MAIN,5205054-4,0,AUE MAIN,B28,3e6bc60f-6a68-ea11-817c-8cbf77a7ab76,PARTGROUP,5205054-4,USD,PURCHASE,AUE MAIN,B28
5206399,5206399,Avante Health Solutions,GE,Colorado (HDAS_Colorado) Detector Assembly,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5206399,161784,USD,0,ADI MAIN,,,,,4309cf92-c7ff-ed11-834c-121089124341,PARTGROUP,5206399,USD,PURCHASE,,
5206405,5206405,Avante Health Solutions,GE,Colorado Class 1 Module HDAS_HD slots 27-31 or 26-32*,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,5206405,66301,USD,0,ADI MAIN,5206405,0,ADI MAIN,L53,f81f2d1d-3464-ea11-817b-a9605c8569c6,PARTGROUP,5206405,USD,PURCHASE,ADI MAIN,L53
5207000-29,5207000-29,Avante Health Solutions,GE,GE Joystick Encoder,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,1.000000,1-5 Days,,,,5207000-29,78622,USD,0,AUW MAIN,5207000-29,0,AUE MAIN,D23,e86bc60f-6a68-ea11-817c-8cbf77a7ab76,PARTGROUP,5207000-29,USD,PURCHASE,AUE MAIN,D23
5207000-32,5207000-32,Avante Health Solutions,GE,"Lower Op Panel Assembly(No trackball), E9",Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5207000-32,78624,USD,0,AUE MAIN,,,,,0c6cc60f-6a68-ea11-817c-8cbf77a7ab76,PARTGROUP,5207000-32,USD,PURCHASE,,
5192187,5192187,Avante Health Solutions,,LAT DETECTOR LIFT TOP COVER,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5192187,21919,USD,0,ADI MAIN,,,,,54cc4849-7397-e911-8173-b6afb6378bc0,PARTGROUP,5192187,USD,PURCHASE,,
5192188,5192188,Avante Health Solutions,GE,LIFT BOTTOM COVER,Call for Quote,2.5 time exhange cost,Call for Quote,1.5 time exhange cost,Refurbished,Each,Each,Y,,1-5 Days,,,,5192188,17781,USD,0,ADI MAIN,,,,,bcb3c1cb-8e6b-e911-8172-ae6f57ba0111,PARTGROUP,5192188,USD,PURCHASE,,
